,filename,smiles,electronic_energy (Hartree),HOMO_LUMO_gap (eV),dipole_moment (Debye),crystal_density (g/cc),crystal_density (g/cc),heat_of_formation (kcal/mol),Q(cal/g),D(km/s),p(GPa)
164,molecule_00254.xyz,CC1=NN=NC(=N1)[N+]([O-])=O,-540.1456363,4.24364902,4.3445,1.581,1.581,85.295,1053.049645,6.376705738,16.62928123
165,molecule_00255.xyz,CC1=NN=NN=C1[N+]([O-])=O,-540.1126981,4.089087132,3.413,1.594,1.594,106.789,1205.489362,6.632398846,18.08604638
166,molecule_00256.xyz,CC1=C(N(N)N=N1)[N+]([O-])=O,-541.3647244,4.385965688,1.5645,1.569,1.569,64.816,1261.636364,7.358784307,22.03541799
167,molecule_00257.xyz,CC1=NN(N)N=C1[N+]([O-])=O,-541.3732941,4.913598612,4.3997,1.588,1.588,56.688,1204.797203,7.333575068,22.05800741
168,molecule_00258.xyz,CC1=C(N(O)N=N1)[N+]([O-])=O,-561.1958807,5.00965556,1.6769,1.635,1.635,41.46,764.1041667,5.986521576,14.97856876
169,molecule_00259.xyz,CC1=NN(O)C=C1[N+]([O-])=O,-545.1900803,5.052377772,4.3843,1.601,1.601,7.29,897.020979,5.517650514,12.55300725
170,molecule_00260.xyz,CC1=NN(O)N=C1[N+]([O-])=O,-561.2100749,5.163128984,5.1765,1.671,1.671,29.85,683.4791667,5.909115494,14.79701315
171,molecule_00261.xyz,CC1=NOC(=C1N)[N+]([O-])=O,-545.2154866,4.136979548,6.429,1.589,1.589,-9.098,782.4195804,5.305290097,11.54865653
172,molecule_00267.xyz,CC1=C(N)N=C(O1)[N+]([O-])=O,-545.2449552,3.664314056,6.4863,1.579,1.579,-28.971,643.4475524,5.030741128,10.34152658
173,molecule_00269.xyz,CC1=C(N=C(N)O1)[N+]([O-])=O,-545.2629074,4.280656796,6.3005,1.64,1.64,-41.767,553.965035,4.97177993,10.3512474
174,molecule_00270.xyz,CC1=C(NC(=N)O1)[N+]([O-])=O,-545.2493942,3.467846304,3.1198,1.559,1.559,-28.334,647.9020979,4.996504447,10.11604469
175,molecule_00273.xyz,CC1=C(N)C(=NO1)[N+]([O-])=O,-545.209263,3.668667912,5.8582,1.576,1.576,-3.961,818.3426573,5.335588014,11.61833346
176,molecule_00275.xyz,CC1=C(C(N)=NO1)[N+]([O-])=O,-545.229365,4.368278148,1.1669,1.561,1.561,-15.205,739.7132867,5.169251884,10.83680682
177,molecule_00277.xyz,CCC1=NC(=NO1)[N+]([O-])=O,-545.2151102,5.464633512,5.5402,1.501,1.501,-5.239,809.4055944,5.150797346,10.48113467
178,molecule_00278.xyz,CCC1=NN=C(O1)[N+]([O-])=O,-545.2208874,5.26408402,5.1031,1.501,1.501,-9.521,779.4615385,5.102483222,10.28543219
179,molecule_00279.xyz,CCC1=C(ON=N1)[N+]([O-])=O,-545.1886002,4.927476528,2.8663,1.483,1.483,13.882,943.1188811,5.3090572,11.04407475
180,molecule_00280.xyz,CCC1=NOC(=N1)[N+]([O-])=O,-545.2094709,5.275240776,3.7397,1.486,1.486,-0.7,841.1468531,5.166207572,10.47218599
181,molecule_00281.xyz,CCC1=NON=C1[N+]([O-])=O,-545.1736468,5.419734372,3.0235,1.491,1.491,23.58,1010.937063,5.421216105,11.55795933
182,molecule_00282.xyz,CCC1=C(N=NO1)[N+]([O-])=O,-545.1990837,5.59334438,4.1377,1.5,1.5,6.12,888.8391608,5.270445977,10.96876985
183,molecule_00283.xyz,CCN1N=NC(=N1)[N+]([O-])=O,-541.380964,5.559601996,6.1452,1.51,1.51,55.52,1196.629371,7.078860706,19.87659691
184,molecule_00284.xyz,CCN1N=NN=C1[N+]([O-])=O,-541.3726816,5.16204052,4.7259,1.523,1.523,61.721,1239.993007,7.182874852,20.58342928
185,molecule_00285.xyz,CN1NC(=O)C(=C1)[N+]([O-])=O,-545.2280533,4.546242012,9.1054,1.647,1.647,-19.309,711.013986,5.307265984,11.82742182
186,molecule_00286.xyz,CN1C=C(NC1=O)[N+]([O-])=O,-545.2802115,3.831937512,3.9777,1.58,1.58,-48.236,508.7272727,4.74580449,9.207049964
187,molecule_00287.xyz,CN1C(=O)NC=C1[N+]([O-])=O,-545.2765361,3.782956632,2.8557,1.618,1.618,-46.245,522.6503497,4.855233512,9.786479098
188,molecule_00289.xyz,CN1C(=N)OC=C1[N+]([O-])=O,-545.230603,3.339407552,1.8596,1.55,1.55,-14.509,744.5804196,5.15329227,10.71970953
189,molecule_00290.xyz,CN1C=C(OC1=N)[N+]([O-])=O,-545.2349798,3.829488468,5.181,1.567,1.567,-20.611,701.9090909,5.11503799,10.63756538
190,molecule_00293.xyz,CN1C=C(O)C(=N1)[N+]([O-])=O,-545.2397913,4.27630294,5.6603,1.587,1.587,-21.712,694.2097902,5.144621327,10.85083192
191,molecule_00294.xyz,CN1C=C(O)N=C1[N+]([O-])=O,-545.2527768,4.011261956,4.6747,1.607,1.607,-31.715,624.2587413,5.052341298,10.55061767
192,molecule_00295.xyz,CN1C=NC(=C1O)[N+]([O-])=O,-545.2667428,4.568555524,6.9331,1.619,1.619,-40.126,565.4405594,4.95377111,10.19180233
193,molecule_00296.xyz,CN1C=NC(O)=C1[N+]([O-])=O,-545.2575484,4.6191691,5.143,1.621,1.621,-34.701,603.3776224,5.039065921,10.55417874
194,molecule_00297.xyz,CN1C(=N)NN=C1[N+]([O-])=O,-541.3999864,3.348115264,3.3792,1.594,1.594,42.679,1106.832168,7.197998114,21.30226717
195,molecule_00298.xyz,CN1C(=O)NN=C1[N+]([O-])=O,-561.2960249,4.028949496,1.6059,1.661,1.661,-21.461,327.1527778,4.894918073,10.11516777
196,molecule_00299.xyz,CN1C(N)=NN=C1[N+]([O-])=O,-541.4105947,4.437123496,7.2407,1.638,1.638,32.308,1034.307692,7.208838854,21.74507846
197,molecule_00300.xyz,CN1C(=N)ON=C1[N+]([O-])=O,-561.2353004,3.553290728,2.4695,1.611,1.611,18.925,607.6111111,5.596747977,12.96768504
198,molecule_00302.xyz,CN1C(O)=CN=C1[N+]([O-])=O,-545.247374,4.35249542,6.8383,1.681,1.681,-30.02,636.1118881,5.234235692,11.65375809
199,molecule_00303.xyz,CN1N=C(C=C1O)[N+]([O-])=O,-545.2356141,4.803119516,6.8144,1.661,1.661,-23.156,684.1118881,5.286791789,11.79958272
200,molecule_00304.xyz,CN1N=CC(=C1O)[N+]([O-])=O,-545.2529616,4.774547336,4.0051,1.566,1.566,-27.939,650.6643357,5.016859774,10.22882698
201,molecule_00305.xyz,CN1N=CC(O)=C1[N+]([O-])=O,-545.2395243,4.083916928,1.9852,1.553,1.553,-17.685,722.3706294,5.121041583,10.59953387
202,molecule_00306.xyz,CN1N=C(N=C1N)[N+]([O-])=O,-541.4243783,4.870604284,8.3411,1.639,1.639,22.112,963.006993,7.084196744,21.00781743
203,molecule_00307.xyz,CN1N=C(NC1=O)[N+]([O-])=O,-561.3006947,3.947586812,2.2501,1.64,1.64,-24.973,302.7638889,4.759536689,9.48633054
204,molecule_00308.xyz,CN1N=C(N)C(=N1)[N+]([O-])=O,-541.4119671,4.283377956,4.9731,1.587,1.587,33.008,1039.202797,7.06444507,20.46031492
205,molecule_00309.xyz,CN1N=C(NC1=N)[N+]([O-])=O,-541.4043633,3.337230624,4.0802,1.557,1.557,39.569,1085.083916,7.050238036,20.12413375
206,molecule_00310.xyz,CN1N=C(N)N=C1[N+]([O-])=O,-541.4235461,3.7688066,4.1387,1.576,1.576,26.148,991.2307692,6.948873889,19.70643751
207,molecule_00312.xyz,CN1N=C(OC1=N)[N+]([O-])=O,-561.2540102,3.745404624,3.6982,1.602,1.602,5.364,513.4375,5.345717167,11.7876528
208,molecule_00314.xyz,CN1NC(=O)C(=N1)[N+]([O-])=O,-561.242147,4.375897396,8.3563,1.701,1.701,8.128,532.6319444,5.620236467,13.53570097
209,molecule_00315.xyz,CN1NC(=O)N=C1[N+]([O-])=O,-561.264134,3.758738308,6.1754,1.704,1.704,-5.7,436.6041667,5.354228101,12.29820246
210,molecule_00316.xyz,CN1NC(=CC1=O)[N+]([O-])=O,-545.2282281,3.4490703,3.2591,1.595,1.595,-16.465,730.9020979,5.228987149,11.24643285
211,molecule_00317.xyz,CN1NC=C(C1=O)[N+]([O-])=O,-545.2287408,4.494267856,8.3851,1.672,1.672,-19.515,709.5734266,5.359460546,12.17685216
212,molecule_00318.xyz,CN1NC(=NC1=N)[N+]([O-])=O,-541.3827721,3.015861628,3.508,1.568,1.568,52.935,1178.552448,7.231426501,21.27036197
213,molecule_00319.xyz,CN1NC(=NC1=O)[N+]([O-])=O,-561.2701482,3.653701532,5.6488,1.691,1.691,-9.14,412.7152778,5.251685876,11.77527362
214,molecule_00320.xyz,CN1NC(=N)N=C1[N+]([O-])=O,-541.3780283,3.15246386,3.8831,1.574,1.574,55.727,1198.076923,7.279832555,21.61026609
215,molecule_00321.xyz,CN1NC(=O)C=C1[N+]([O-])=O,-545.2212402,3.474104972,3.6226,1.605,1.605,-12.127,761.2377622,5.304762163,11.62181749
216,molecule_00322.xyz,CN1NN=C(C1=N)[N+]([O-])=O,-541.3603308,3.479547292,5.9603,1.602,1.602,66.688,1274.727273,7.481924028,23.09095895
217,molecule_00323.xyz,CN1NN=C(C1=O)[N+]([O-])=O,-561.2417268,4.330181908,7.8226,1.705,1.705,8.86,537.7152778,5.642720729,13.66417685
218,molecule_00324.xyz,CN1N=NC(=C1N)[N+]([O-])=O,-541.4047355,4.7960445,7.9684,1.637,1.637,35.813,1058.818182,7.248160079,21.97436636
219,molecule_00325.xyz,CN1N=NC(=C1O)[N+]([O-])=O,-561.2670635,4.955504476,5.6563,1.657,1.657,-3.077,454.8194444,5.306426109,11.86924373
220,molecule_00326.xyz,CN1N=NC(N)=C1[N+]([O-])=O,-541.4049421,4.019425436,0.8703,1.576,1.576,39.309,1083.265734,7.104843037,20.60099687
221,molecule_00327.xyz,CN1N=NC(O)=C1[N+]([O-])=O,-561.2557459,4.671959604,2.2267,1.65,1.65,3.957,503.6666667,5.42779403,12.38505709
222,molecule_00328.xyz,CN1OC(=CC1=N)[N+]([O-])=O,-545.1700804,3.511112748,3.8684,1.53,1.53,22.398,1002.671329,5.503451191,12.12065181
223,molecule_00330.xyz,CN1OC=C(C1=N)[N+]([O-])=O,-545.1831172,3.954933944,4.2901,1.553,1.553,14.731,949.0559441,5.482659006,12.14933854
224,molecule_00332.xyz,CN1OC(=NC1=N)[N+]([O-])=O,-561.2176072,3.588121576,2.7946,1.591,1.591,28.673,675.3055556,5.698227805,13.33364966
225,molecule_00334.xyz,CN1OC(=N)N=C1[N+]([O-])=O,-561.2182541,3.332604652,2.8654,1.633,1.633,26.022,656.8958333,5.759690027,13.8541263
226,molecule_00337.xyz,CN1ON=C(C1=N)[N+]([O-])=O,-561.1772018,3.604720652,3.5927,1.601,1.601,54.98,857.9930556,6.075357433,15.21889321
227,molecule_00339.xyz,CNC1=CC(=NO1)[N+]([O-])=O,-545.2014089,4.017520624,7.2928,1.576,1.576,-0.311,843.8671329,5.376714902,11.79813274
228,molecule_00340.xyz,CNC1=NOC(=C1)[N+]([O-])=O,-545.197324,3.867312592,5.912,1.552,1.552,3.327,869.3076923,5.361355517,11.6127215
229,molecule_00341.xyz,CNC1=CN=C(O1)[N+]([O-])=O,-545.2321653,3.914660776,8.0209,1.597,1.597,-21.141,698.2027972,5.173868671,11.01956473
230,molecule_00342.xyz,CNC1=C(ON=C1)[N+]([O-])=O,-545.1993224,3.894524192,6.4677,1.559,1.559,2.896,866.2937063,5.372856254,11.69738073
231,molecule_00343.xyz,CNC1=COC(=N1)[N+]([O-])=O,-545.2287591,3.562814788,6.3871,1.552,1.552,-16.926,727.6783217,5.128213354,10.62470714
232,molecule_00344.xyz,CNC1=CON=C1[N+]([O-])=O,-545.1929189,3.539957044,5.6763,1.55,1.55,7.941,901.5734266,5.405764813,11.79580986
233,molecule_00345.xyz,CNC1=NC(=CO1)[N+]([O-])=O,-545.2454951,4.1701777,6.4983,1.602,1.602,-29.438,640.1818182,5.073557222,10.61794587
234,molecule_00346.xyz,CNC1=NC=C(O1)[N+]([O-])=O,-545.2469347,4.220247044,6.3439,1.596,1.596,-30.568,632.2797203,5.045029854,10.47331621
235,molecule_00347.xyz,CN=C1NNC(=N1)[N+]([O-])=O,-541.3772748,3.031916472,2.6946,1.574,1.574,56.369,1202.566434,7.286642856,21.65071792
236,molecule_00348.xyz,CN=C1ONC(=N1)[N+]([O-])=O,-561.2129767,3.225663064,1.1538,1.628,1.628,29.568,681.5208333,5.80082664,14.02512978
237,molecule_00349.xyz,CNC1=NC(=NN1)[N+]([O-])=O,-541.4170886,4.589508456,8.4239,1.664,1.664,26.107,990.9440559,7.209094803,21.96542038
238,molecule_00350.xyz,CNC1=NC(=NO1)[N+]([O-])=O,-561.2536085,4.540799692,7.1275,1.654,1.654,1.932,489.6041667,5.39841553,12.27021245
239,molecule_00351.xyz,CNC1=C(OC=N1)[N+]([O-])=O,-545.2490947,4.19602872,4.9419,1.579,1.579,-29.371,640.6503497,5.025264768,10.31902369
240,molecule_00352.xyz,CN=C1NOC(=N1)[N+]([O-])=O,-561.2094506,3.559005164,2.5061,1.601,1.601,33.442,708.4236111,5.791274462,13.82890194
241,molecule_00353.xyz,CN=C1NC(=CO1)[N+]([O-])=O,-545.2273117,3.30484882,2.6185,1.553,1.553,-14.328,745.8461538,5.162149715,10.77038814
242,molecule_00354.xyz,CN=C1NC=C(O1)[N+]([O-])=O,-545.2283657,3.705403572,4.7812,1.606,1.606,-18.151,719.1118881,5.2320012,11.3097533
243,molecule_00355.xyz,CN=C1NC(=NO1)[N+]([O-])=O,-561.2306584,3.380224952,2.4554,1.604,1.604,20.523,618.7083333,5.605595049,12.97209827
244,molecule_00356.xyz,CN=C1NN=C(N1)[N+]([O-])=O,-541.3965126,3.202261088,3.5647,1.568,1.568,44.401,1118.874126,7.138090596,20.72483297
245,molecule_00357.xyz,CN=C1NN=C(O1)[N+]([O-])=O,-561.2453891,3.686899684,3.6736,1.624,1.624,9.606,542.8958333,5.471091324,12.45629324
246,molecule_00358.xyz,CNC1=C(N=NN1)[N+]([O-])=O,-541.3981109,4.609100808,8.2055,1.635,1.635,40.02,1088.237762,7.291925985,22.22315508
247,molecule_00359.xyz,CNC1=NN=C(N1)[N+]([O-])=O,-541.4086203,4.067862084,7.5065,1.647,1.647,31.886,1031.356643,7.230624043,21.95330648
248,molecule_00360.xyz,CNC1=NN=C(O1)[N+]([O-])=O,-561.2562153,4.224328784,7.0199,1.65,1.65,-0.18,474.9375,5.348680694,12.02664907
249,molecule_00361.xyz,CNC1=NNC(=N1)[N+]([O-])=O,-541.4190886,3.446893372,4.0334,1.574,1.574,28.403,1007,6.970398089,19.81219064
250,molecule_00362.xyz,CNC1=NNN=C1[N+]([O-])=O,-541.4033483,3.998200388,4.6472,1.613,1.613,37.646,1071.636364,7.197486237,21.46351087
251,molecule_00363.xyz,CNC1=C(NN=N1)[N+]([O-])=O,-541.3989177,3.811800928,1.8893,1.578,1.578,42.123,1102.944056,7.142978017,20.84006393
252,molecule_00364.xyz,CNC1=C(ON=N1)[N+]([O-])=O,-561.2264618,3.784589328,4.7985,1.613,1.613,22.007,629.0138889,5.650139202,13.22687873
253,molecule_00365.xyz,CNC1=NOC=C1[N+]([O-])=O,-545.2097968,3.999833084,1.6918,1.543,1.543,-2.327,829.7692308,5.278778206,11.2143558
254,molecule_00366.xyz,CNC1=NOC(=N1)[N+]([O-])=O,-561.2441343,3.788943184,5.1219,1.606,1.606,10.232,547.2430556,5.440779613,12.23037381
255,molecule_00367.xyz,CNC1=NON=C1[N+]([O-])=O,-561.209869,3.800916288,4.1696,1.596,1.596,34.241,713.9722222,5.790340567,13.79637375
256,molecule_00368.xyz,CNC1=C(N=CO1)[N+]([O-])=O,-545.2508766,4.458076428,6.7338,1.589,1.589,-30.858,630.2517483,5.026060634,10.36498409
257,molecule_00369.xyz,CN=C1ONC=C1[N+]([O-])=O,-545.1724694,4.094529452,6.307,1.679,1.679,15.017,951.0559441,5.78318087,14.21569968
258,molecule_00370.xyz,CNC1=C(N=NO1)[N+]([O-])=O,-561.2645807,4.436035032,1.9197,1.565,1.565,-6.578,430.5069444,5.035575235,10.30095011
259,molecule_00371.xyz,CNN1C=C(N=N1)[N+]([O-])=O,-541.35502,5.39742086,6.6789,1.554,1.554,69.694,1295.748252,7.360505841,21.90638175
260,molecule_00372.xyz,CNN1C=NC(=N1)[N+]([O-])=O,-541.3788665,5.51443074,6.7348,1.562,1.562,54.707,1190.944056,7.231747594,21.21856681
261,molecule_00373.xyz,CNN1C=NN=C1[N+]([O-])=O,-541.361923,4.514676556,5.3548,1.555,1.555,67.228,1278.503497,7.339050552,21.78813481
262,molecule_00374.xyz,CNN1N=CC(=N1)[N+]([O-])=O,-541.3594036,4.94162656,5.423,1.544,1.544,67.525,1280.58042,7.307281322,21.49840932
263,molecule_00375.xyz,CNN1N=CN=C1[N+]([O-])=O,-541.37197,4.763934812,4.3878,1.548,1.548,60.982,1234.825175,7.253636837,21.22037025
264,molecule_00376.xyz,CNN1N=NC=C1[N+]([O-])=O,-541.3474332,4.680123084,2.629,1.533,1.533,77.427,1349.825175,7.368912298,21.75862155
265,molecule_00377.xyz,COC1=CC(=CO1)[N+]([O-])=O,-549.0478706,4.053712052,5.6425,1.552,1.552,-66.347,53.21678322,2.5081844,2.541579636
266,molecule_00378.xyz,COC1=CC=C(O1)[N+]([O-])=O,-549.0506927,4.26269714,5.2953,1.553,1.553,-68.459,38.44755245,2.313404299,2.163083274
267,molecule_00379.xyz,COC1=NNC(=C1)[N+]([O-])=O,-545.2293184,4.0613313,3.4487,1.549,1.549,-14.315,745.9370629,5.153415029,10.71563086
268,molecule_00380.xyz,COC1=CC(=NN1)[N+]([O-])=O,-545.2258231,4.74570304,7.0213,1.613,1.613,-15.225,739.5734266,5.284355925,11.56972935
269,molecule_00382.xyz,COC1=C(OC=C1)[N+]([O-])=O,-549.0392032,4.678762504,7.1783,1.576,1.576,-62.09,82.98601399,2.831821003,3.272735124
270,molecule_00384.xyz,COC1=CN=C(N1)[N+]([O-])=O,-545.2431846,4.231675916,7.0807,1.597,1.597,-25.861,665.1958042,5.111606103,10.75594068
271,molecule_00386.xyz,COC1=CNC(=N1)[N+]([O-])=O,-545.2469242,3.854251024,4.469,1.601,1.601,-28.316,648.027972,5.086885673,10.66948251
272,molecule_00387.xyz,COC1=CNN=C1[N+]([O-])=O,-545.214382,4.775091568,7.8612,1.638,1.638,-8.812,784.4195804,5.418982389,12.28756487
273,molecule_00389.xyz,COC1=COC(=C1)[N+]([O-])=O,-549.0393036,4.138340128,5.3701,1.546,1.546,-60.95,90.95804196,2.86044466,3.297125736
274,molecule_00390.xyz,COC1=COC=C1[N+]([O-])=O,-549.0379831,4.484199564,5.1827,1.56,1.56,-59.933,98.06993007,2.932415279,3.485885423
275,molecule_00393.xyz,COC1=NC(=CN1)[N+]([O-])=O,-545.2538448,4.62461142,6.7091,1.647,1.647,-34.819,602.5524476,5.092136437,10.88800826
276,molecule_00394.xyz,COC1=NC=C(N1)[N+]([O-])=O,-545.2563765,4.390047428,5.053,1.58,1.58,-33.288,613.2587413,4.972783188,10.10880603
277,molecule_00397.xyz,COC1=NC(=NN1)[N+]([O-])=O,-561.2754943,5.141903936,6.7704,1.674,1.674,-10.882,400.6180556,5.176752214,11.36932513
278,molecule_00400.xyz,COC1=C(N=CN1)[N+]([O-])=O,-545.2406771,4.860808108,7.0623,1.66,1.66,-25.781,665.7552448,5.248803686,11.62618662
279,molecule_00401.xyz,COC1=C(N=NN1)[N+]([O-])=O,-561.2389907,5.134284688,6.3538,1.686,1.686,12.879,565.625,5.670674593,13.70370365
280,molecule_00402.xyz,COC1=NN=C(N1)[N+]([O-])=O,-561.2662292,4.599304632,5.9684,1.661,1.661,-4.65,443.8958333,5.282968747,11.78252361
281,molecule_00404.xyz,COC1=NNC=C1[N+]([O-])=O,-545.228868,4.966117,5.6694,1.639,1.639,-18.391,717.4335664,5.301593575,11.76555908
282,molecule_00405.xyz,COC1=NNC(=N1)[N+]([O-])=O,-561.2728133,4.113849688,1.9045,1.629,1.629,-6.787,429.0555556,5.169274708,11.14185374
283,molecule_00406.xyz,COC1=NNN=C1[N+]([O-])=O,-561.2482792,5.021628664,5.7732,1.685,1.685,6.005,517.8888889,5.54478619,13.09714473
284,molecule_00407.xyz,COC1=C(NN=N1)[N+]([O-])=O,-561.2443863,4.508417888,2.1172,1.631,1.631,10.999,552.5694444,5.511375159,12.6753475
285,molecule_00412.xyz,COC1=C(C=CO1)[N+]([O-])=O,-549.0488924,4.65182302,6.1072,1.571,1.571,-67.68,43.8951049,2.409859354,2.365137502
286,molecule_00416.xyz,CON1C=C(C=N1)[N+]([O-])=O,-545.1733186,5.415924748,5.0624,1.537,1.537,20.839,991.7692308,5.505139481,12.16513313
287,molecule_00417.xyz,CON1C=CC(=N1)[N+]([O-])=O,-545.1707572,5.362317896,5.9687,1.548,1.548,21.891,999.1258741,5.541626423,12.38556524
288,molecule_00418.xyz,CON1C=CN=C1[N+]([O-])=O,-545.1761255,4.77427522,5.7716,1.555,1.555,19.554,982.7832168,5.535496575,12.39519799
289,molecule_00419.xyz,CON1C=C(N=N1)[N+]([O-])=O,-561.1867523,5.61783482,6.439,1.621,1.621,46.451,798.7638889,6.018034839,15.05337084
290,molecule_00420.xyz,CON1C=NC(=C1)[N+]([O-])=O,-545.1850146,5.29809852,7.4722,1.574,1.574,11.17,924.1538462,5.495586368,12.31531173
291,molecule_00421.xyz,CON1C=NC=C1[N+]([O-])=O,-545.1796886,4.89672742,3.9655,1.542,1.542,18.348,974.3496503,5.492687946,12.13640274
292,molecule_00422.xyz,CON1C=NC(=N1)[N+]([O-])=O,-561.2104459,5.54164234,6.6633,1.63,1.63,31.466,694.7013889,5.833535208,14.19491551
293,molecule_00423.xyz,CON1C=NN=C1[N+]([O-])=O,-561.1899774,4.857542716,5.8769,1.633,1.633,45.393,791.4166667,6.034291453,15.20664771
294,molecule_00424.xyz,CON1N=CC=C1[N+]([O-])=O,-545.1636145,5.008839212,2.8051,1.514,1.514,29.992,1055.776224,5.53612242,12.17871605
295,molecule_00425.xyz,CON1N=CC(=N1)[N+]([O-])=O,-561.1934426,5.597970352,4.5251,1.59,1.59,44.081,782.3055556,5.909146898,14.33312787
296,molecule_00426.xyz,CON1N=CN=C1[N+]([O-])=O,-561.2045508,5.165850144,3.6115,1.596,1.596,38.429,743.0555556,5.848427367,14.07456355
297,molecule_00427.xyz,CON1N=NC=C1[N+]([O-])=O,-561.1792624,5.012648836,2.2278,1.588,1.588,54.832,856.9652778,6.040225701,14.96377359
298,molecule_00428.xyz,NC1=C(C=CN1O)[N+]([O-])=O,-545.2026572,4.26405772,6.361,1.716,1.716,-5.769,805.6993007,5.632132662,13.66736762
299,molecule_00429.xyz,NC1=CC(=CN1O)[N+]([O-])=O,-545.1924332,4.178885412,6.9189,1.695,1.695,0.417,848.958042,5.65803774,13.68819975
300,molecule_00430.xyz,NC1=CC=C(N1O)[N+]([O-])=O,-545.2018972,3.812617276,5.8812,1.679,1.679,-3.137,824.1048951,5.579700429,13.2329434
301,molecule_00431.xyz,NC1=CC(=CN=N1)[N+]([O-])=O,-524.1553107,3.758194076,4.2827,1.602,1.602,41.023,1118.721429,5.887311618,14.29714852
302,molecule_00432.xyz,NC1=CC=C(N=N1)[N+]([O-])=O,-524.1572813,4.55930358,7.8802,1.642,1.642,37.58,1094.128571,5.953448204,14.85401684
303,molecule_00433.xyz,NC1=CC(=C(N)O1)[N+]([O-])=O,-545.2550647,3.790847996,5.7641,1.694,1.694,-40.391,563.5874126,5.105147911,11.13964293
304,molecule_00434.xyz,NC1=CC(=C(O)N1)[N+]([O-])=O,-545.2668626,3.90350402,6.0404,1.694,1.694,-44.411,535.4755245,5.040259703,10.85826509
305,molecule_00436.xyz,NC1=CC(=NC=N1)[N+]([O-])=O,-524.1979413,4.468961068,6.0397,1.636,1.636,12.381,914.1357143,5.677695968,13.47830761
306,molecule_00437.xyz,NC1=CC=NC(=N1)[N+]([O-])=O,-524.1947318,4.916591888,7.8264,1.635,1.635,13.673,923.3642857,5.689605201,13.52961621
307,molecule_00438.xyz,NC1=CC(N)=C(O1)[N+]([O-])=O,-545.255095,4.2926299,7.7235,1.738,1.738,-42.224,550.7692308,5.166538068,11.59172835
308,molecule_00439.xyz,NC1=C(O)NC(=C1)[N+]([O-])=O,-545.2564484,4.120924704,6.0233,1.675,1.675,-37.726,582.2237762,5.107138062,11.06976514
309,molecule_00440.xyz,NN1N=CC(=C1N)[N+]([O-])=O,-541.4009637,4.623795072,6.0524,1.672,1.672,36.912,1066.503497,7.36689634,23.00710608
310,molecule_00441.xyz,NN1N=C(C=C1N)[N+]([O-])=O,-541.3874721,4.265690416,7.0873,1.667,1.667,44.093,1116.72028,7.436861227,23.40193173
311,molecule_00442.xyz,NC1=C(C=NN1O)[N+]([O-])=O,-561.2329323,4.662163428,5.1589,1.745,1.745,12.691,564.3194444,5.803589013,14.66263047
312,molecule_00443.xyz,NC1=CC(=NN1O)[N+]([O-])=O,-561.2195134,4.398210908,7.2276,1.765,1.765,18.93,607.6458333,5.958940511,15.5658629
313,molecule_00444.xyz,NC1=CC=NN=C1[N+]([O-])=O,-524.1549246,4.120108356,7.052,1.648,1.648,40.543,1115.292857,5.996917259,15.10679382
314,molecule_00445.xyz,NC1=CC(=NN=N1)[N+]([O-])=O,-540.1641937,4.261064444,7.113,1.697,1.697,69.145,938.5106383,6.501553921,18.08708584
315,molecule_00446.xyz,NN1N=C(N)C=C1[N+]([O-])=O,-541.3795675,3.282535308,3.2406,1.597,1.597,52.582,1176.083916,7.317316293,22.04130451
316,molecule_00447.xyz,NC1=CN(O)C(=C1)[N+]([O-])=O,-545.1927113,3.3878442,5.0478,1.627,1.627,4.834,879.8461538,5.551281273,12.83932794
317,molecule_00448.xyz,NC1=C(N(O)C=C1)[N+]([O-])=O,-545.2034352,3.65587846,4.5182,1.639,1.639,-0.8,840.4475524,5.515547923,12.7343573
318,molecule_00449.xyz,NC1=NN(O)C(=C1)[N+]([O-])=O,-561.2112996,3.697240092,5.2035,1.707,1.707,26.501,660.2222222,5.944617415,15.17646521
319,molecule_00450.xyz,NC1=C(N)C=C(O1)[N+]([O-])=O,-545.238936,3.940511796,7.063,1.673,1.673,-29.441,640.1608392,5.225428163,11.57977842
320,molecule_00452.xyz,NC1=CC(O)=C(N1)[N+]([O-])=O,-545.2684709,4.095617916,7.0132,1.737,1.737,-47.688,512.5594406,5.072476271,11.16954729
321,molecule_00454.xyz,NC1=C(NC(O)=C1)[N+]([O-])=O,-545.2656059,4.175892136,6.8679,1.754,1.754,-47.45,514.2237762,5.111023968,11.40772571
322,molecule_00456.xyz,NC1=CN=C(C=N1)[N+]([O-])=O,-524.1893143,4.575358424,7.2843,1.653,1.653,16.978,946.9714286,5.768494042,14.00482131
323,molecule_00457.xyz,NC1=CN=CC(=N1)[N+]([O-])=O,-524.1863884,4.170721932,5.7935,1.619,1.619,20.296,970.6714286,5.722780173,13.60170175
324,molecule_00458.xyz,NN1C=NC(=C1N)[N+]([O-])=O,-541.4057397,4.533996792,8.2818,1.747,1.747,30.474,1021.482517,7.511788579,24.58156822
325,molecule_00459.xyz,NN1C(N)=CN=C1[N+]([O-])=O,-541.3990065,3.881190508,6.7307,1.682,1.682,38.174,1075.328671,7.41232851,23.37926763
326,molecule_00460.xyz,NC1=C(N=CN1O)[N+]([O-])=O,-561.2438444,4.584610368,7.6103,1.817,1.817,3.433,500.0277778,5.791966833,14.96461126
